Quicker TPV Data Test
ID,Temperature (degC),Pressure (Pa),Humidity (%),Latitude (deg),Longitude (deg),Mode,GPS Time,Alt,EPX,EPY,EPV,Speed,Time
154,7.72,811.7562858007096,23.290436077212156,38.849701529,-104.822609641,3,2021-02-19T19:30:18.000Z,1861.769,2.499,2.451,8.74,0.857,11:26:03.916180
155,7.69,811.7474369851509,23.24589805556298,38.849707988,-104.822614625,3,2021-02-19T19:30:19.000Z,1861.803,2.499,2.451,8.74,0.836,11:26:04.916397
156,7.65,811.7048497553158,23.224607098313758,38.849714282,-104.822619886,3,2021-02-19T19:30:20.000Z,1861.605,2.499,2.451,8.74,0.865,11:26:05.916317
157,7.63,811.7421583311573,23.22531448784714,38.849721953,-104.822625534,3,2021-02-19T19:30:21.000Z,1861.568,2.499,2.451,8.74,0.951,11:26:06.915695
158,7.64,811.7326225130449,23.202515981276267,38.84973035,-104.822631434,3,2021-02-19T19:30:22.000Z,1861.59,2.499,2.451,8.74,1.015,11:26:07.915311
160,7.74,811.6990575927091,22.93780932391068,38.849737967,-104.822636414,3,2021-02-19T19:30:23.000Z,1861.528,2.499,2.451,8.74,0.897,11:26:09.282559
161,7.81,811.705143394943,22.793266704510287,38.849745234,-104.822642114,3,2021-02-19T19:30:24.000Z,1861.483,2.499,2.451,8.74,0.95,11:26:09.926631
162,7.88,811.7146709035208,22.614486479721158,38.849753287,-104.822647601,3,2021-02-19T19:30:25.000Z,1861.648,2.499,2.451,8.74,0.925,11:26:10.915202
163,7.84,811.7052715818188,22.530557553401078,38.849760391,-104.82265356,3,2021-02-19T19:30:26.000Z,1861.529,2.499,2.451,8.74,0.932,11:26:11.916155
164,7.84,811.7763429089823,22.502336143754082,38.849766833,-104.822660033,3,2021-02-19T19:30:27.000Z,1861.486,2.499,2.451,8.74,0.865,11:26:12.915770
165,7.78,811.7615495715078,22.52152055632493,38.849773599,-104.822666974,3,2021-02-19T19:30:28.000Z,1861.526,2.499,2.451,8.74,0.915,11:26:13.915685
166,7.82,811.8359433343378,22.537265411745004,38.849781158,-104.822672937,3,2021-02-19T19:30:29.000Z,1861.647,2.499,2.451,8.74,0.942,11:26:14.914327
167,7.85,811.8291639313062,22.587186432462154,38.849788611,-104.822678467,3,2021-02-19T19:30:30.000Z,1861.64,2.499,2.451,8.74,0.906,11:26:15.913620
168,7.87,811.8013721283138,22.580858064661378,38.849796116,-104.822684399,3,2021-02-19T19:30:31.000Z,1861.769,2.499,2.451,8.74,0.943,11:26:16.914338
169,7.87,811.8109131126735,22.552542400252,38.849801081,-104.822687569,3,2021-02-19T19:30:32.000Z,1861.882,2.499,2.451,8.74,0.454,11:26:17.915993
171,7.94,811.8501621911739,22.669082709578078,38.849804104,-104.822689127,3,2021-02-19T19:30:33.000Z,1862.198,2.501,2.45,8.74,0.211,11:26:19.280441
172,7.98,811.8144723807196,22.673293797132164,38.849805492,-104.822688702,3,2021-02-19T19:30:34.000Z,1862.15,2.501,2.45,8.74,0.118,11:26:19.915303
173,8.03,811.7729502126999,22.705732058131805,38.849806592,-104.82268896,3,2021-02-19T19:30:35.000Z,1862.19,2.501,2.45,8.74,0.03,11:26:20.909449
174,7.98,811.7980152367941,22.7927258648775,38.849807021,-104.822690254,3,2021-02-19T19:30:36.000Z,1862.386,2.501,2.45,8.74,0.084,11:26:21.921707
175,8.0,811.7797535276598,22.894470047466665,38.849807056,-104.822689802,3,2021-02-19T19:30:37.000Z,1862.429,2.501,2.45,8.74,0.136,11:26:22.914474
176,7.92,811.7737004587357,23.010650157525024,38.849807249,-104.822689219,3,2021-02-19T19:30:38.000Z,1862.642,2.501,2.45,8.74,0.131,11:26:23.912448
177,7.84,811.779799894555,23.007852922038722,38.849808217,-104.822689147,3,2021-02-19T19:30:39.000Z,1862.859,2.501,2.45,8.74,0.031,11:26:24.911554
178,7.75,811.790858292463,22.9033717535767,38.849809083,-104.822689854,3,2021-02-19T19:30:40.000Z,1863.09,2.501,2.45,8.74,0.085,11:26:25.913601
179,7.76,811.7986063405716,22.811953040625976,38.849809505,-104.822691112,3,2021-02-19T19:30:41.000Z,1863.351,2.501,2.45,8.568,0.114,11:26:26.915531
180,7.8,811.8056602612903,22.68542781097161,38.849809025,-104.822691931,3,2021-02-19T19:30:42.000Z,1863.465,2.501,2.45,8.568,0.035,11:26:27.911687
182,7.78,811.7909992273503,22.63503831922607,38.849808674,-104.822691747,3,2021-02-19T19:30:43.000Z,1863.561,2.5,2.449,8.568,0.044,11:26:29.293689
183,7.82,811.8394006274909,22.64511123935003,38.849809417,-104.822691787,3,2021-02-19T19:30:44.000Z,1863.761,2.5,2.449,8.568,0.072,11:26:29.914498
